Identifier,ARN,Resource type,Region,AWS account,Application,LastReportedAt,Service,Tags,Tag:EnableAWSServiceCatalogAppRegistry,Tag:awsApplication,Tag:aws:servicecatalog:applicationId,Tag:aws:servicecatalog:applicationName,Tag:aws:servicecatalog:applicationArn
Qcars/0cer89czo14jaa7kc0aohshcfp,arn:aws:resource-groups:eu-north-1:730335468262:group/Qcars/0cer89czo14jaa7kc0aohshcfp,resource-groups:group,eu-north-1,730335468262,Qcars,Sat Jun 28 2025 08:48:49 GMT+0500 (Pakistan Standard Time),resource-groups,5,true,arn:aws:resource-groups:eu-north-1:730335468262:group/Qcars/0cer89czo14jaa7kc0aohshcfp,0cer89czo14jaa7kc0aohshcfp,Qcars,arn:aws:servicecatalog:eu-north-1:730335468262:/applications/0cer89czo14jaa7kc0aohshcfp
